ID,Gender,Age,Resident,Nature_Relatedness_experience1,Nature_Relatedness_self1,Nature_Relatedness_self2,Nature_Relatedness_experience2,Nature_Relatedness_self3,Nature_Relatedness_self4,PEBS_Conservation1,PEBS_Conservation2,PEBS_Conservation3,PEBS_Conservation4,PEBS_Conservation5,PEBS_Conservation6,PEBS_Conservation7,PEBS_Environmental_citizenship1,PEBS_Environmental_citizenship2,PEBS_Environmental_citizenship3,PEBS_Environmental_citizenship4,PEBS_Environmental_citizenship5,PEBS_Environmental_citizenship6,PEBS_Food1,PEBS_Food2,PEBS_Food3,PEBS_Tmnsporation1,PEBS_Tmnsporation2,PEBS_Tmnsporation3,HEAS_Affective_symptoms1,HEAS_Affective_symptoms2,HEAS_Affective_symptoms3,HEAS_Affective_symptoms4,HEAS_Rumination1,HEAS_Rumination2,HEAS_Rumination3,HEAS_Behavioural_symptoms1,HEAS_Behavioural_symptoms2,HEAS_Behavioural_symptoms3,HEAS_Anxiety_about_personal_impact1,HEAS_Anxiety_about_personal_impact2,HEAS_Anxiety_about_personal_impact3,Mental_Health_Continuum_EWB1,Mental_Health_Continuum_EWB2,Mental_Health_Continuum_EWB3,Mental_Health_Continuum_SWB1,Mental_Health_Continuum_SWB2,Mental_Health_Continuum_SWB3,Mental_Health_Continuum_SWB4,Mental_Health_Continuum_SWB5,Mental_Health_Continuum_PWB1,Mental_Health_Continuum_PWB2,Mental_Health_Continuum_PWB3,Mental_Health_Continuum_PWB4,Mental_Health_Continuum_PWB5,Mental_Health_Continuum_PWB6
2349,2,19,2,3,3,4,4,4,4,5,4,2,4,2,4,3,1,1,3,3,5,3,5,5,5,3,5,3,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,2,5,1,3,1,3,3,3,3,3,2
1898,2,19,1,1,4,4,4,4,4,5,3,3,4,2,2,3,1,1,3,4,5,2,5,5,5,3,5,5,4,2,2,3,2,3,3,2,1,2,3,3,3,4,4,4,2,4,4,4,4,4,3,5,4,4,4
1794,2,20,1,1,3,4,3,4,5,5,5,5,5,4,4,3,1,1,2,3,5,3,1,5,5,1,5,3,1,1,1,1,1,1,1,2,4,3,1,1,1,4,5,4,1,5,5,5,4,5,5,4,5,4,5
2125,2,21,1,2,3,4,4,4,5,4,3,3,3,3,2,5,1,1,3,3,5,4,5,5,5,5,3,3,2,2,3,2,2,2,2,2,2,2,3,3,3,5,5,5,4,2,4,3,3,4,2,2,2,2,1
572,2,21,1,2,3,3,3,4,4,5,5,5,5,4,5,5,1,1,3,3,5,3,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,2,1,1,1,2
944,2,21,1,2,3,4,4,5,4,4,4,5,4,2,3,5,5,1,3,2,5,2,1,1,1,3,3,5,2,2,2,2,2,2,2,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4
1037,2,21,1,2,3,3,4,4,5,5,4,5,5,3,3,1,1,1,3,3,5,1,1,5,5,5,5,5,2,2,2,1,1,1,2,2,1,3,1,2,2,5,5,4,4,4,5,5,4,4,5,5,5,5,5
327,2,19,1,4,4,4,3,4,5,5,5,4,4,5,5,3,1,1,2,3,1,1,5,1,5,5,5,5,4,3,3,3,3,4,4,2,2,1,2,2,2,3,4,4,2,5,2,5,3,5,5,5,3,4,4
2181,2,20,1,2,3,3,4,4,4,4,3,4,4,4,1,3,1,1,4,3,1,1,1,5,5,3,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,4,4,4,2,5,5,5,3,5,5,5,5,5,5
2057,2,21,1,4,3,2,4,4,4,2,1,4,4,3,3,5,1,1,3,3,1,1,5,5,5,5,5,5,2,4,2,2,3,4,3,3,3,2,3,3,3,3,4,3,2,4,3,5,5,3,3,4,4,3,5
2137,2,20,1,1,3,3,3,5,5,4,3,3,4,4,2,3,1,1,4,3,5,2,5,5,5,3,5,3,2,2,1,3,2,1,2,3,1,3,2,2,2,1,3,2,2,1,5,1,4,4,3,4,5,3,4
1940,1,19,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,5,1,1,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5
596,2,19,1,3,3,3,3,3,3,4,3,4,4,3,3,5,5,5,3,3,5,1,5,5,5,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,1,2,1,3,3,3,2,2,2,1,2,3,0
1448,2,20,1,2,3,3,3,3,4,5,3,3,4,2,2,5,1,1,3,3,5,2,5,1,5,3,3,3,2,2,2,2,3,2,3,2,2,3,2,1,2,4,4,4,3,3,4,4,4,5,4,4,4,4,4
1858,2,20,1,2,4,3,3,3,4,3,2,2,3,2,3,3,1,1,3,3,5,3,5,5,5,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,4,4,3,1,1,2,2,3,3,3,3,2,3,3
2301,1,19,1,5,2,2,3,3,2,5,5,4,5,4,2,5,1,1,2,2,1,2,5,5,5,3,5,5,1,1,1,1,1,1,1,2,3,4,1,1,1,4,4,4,4,3,5,4,3,4,5,0,4,3,5
3072,1,20,2,4,4,4,4,3,2,4,4,5,5,5,2,3,1,1,3,3,5,2,5,5,5,3,5,3,2,1,2,2,3,2,2,1,1,1,1,1,1,4,4,4,4,4,5,5,3,3,3,4,5,5,5
200,1,20,2,1,2,4,5,3,2,4,4,2,3,2,1,5,1,1,2,1,1,2,5,5,5,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,5,4,4,0,1,4,1,1,1
1766,1,23,1,2,2,3,4,4,5,4,5,3,3,4,4,5,1,1,3,3,5,2,1,5,5,3,5,3,3,3,1,2,2,2,2,3,2,3,2,3,3,3,3,3,2,0,2,3,3,1,1,1,3,2,1
3019,2,20,1,3,3,4,4,4,4,4,3,4,3,5,3,5,1,1,2,2,1,2,5,5,5,5,5,5,3,2,2,2,2,2,3,1,1,2,2,2,2,3,3,3,1,3,2,4,1,3,4,4,3,3,3
638,2,20,1,2,3,3,3,3,3,2,3,3,4,2,2,5,1,1,3,3,5,2,1,5,5,3,3,3,3,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1608,2,19,1,1,2,3,2,3,3,4,3,3,3,3,3,3,1,1,3,3,1,3,5,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,0,0,3,3,4,5,4,4,4,4,2
729,2,20,1,2,5,5,4,5,5,4,4,4,5,4,3,3,1,5,4,3,5,2,5,1,5,1,5,1,4,4,4,4,4,4,4,1,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1814,2,20,2,2,3,4,3,4,5,5,5,4,5,4,3,3,1,1,3,2,5,1,1,1,1,3,5,5,2,2,2,1,2,2,1,1,2,1,2,2,2,4,3,3,1,1,4,4,3,4,4,4,3,3,3
2983,1,20,1,2,4,5,4,4,5,3,2,5,5,3,5,5,1,1,3,3,1,3,1,5,5,5,5,5,2,1,1,1,2,2,2,2,2,1,3,3,1,2,0,2,0,0,5,5,3,1,4,0,0,0,0
1993,1,21,1,3,4,3,3,4,3,4,4,3,4,4,3,3,1,5,2,2,5,3,5,1,5,1,3,3,3,1,3,1,2,2,3,4,3,3,2,2,2,1,2,1,1,1,2,2,3,2,1,2,2,2,3
161,2,19,2,1,4,5,4,5,5,5,3,3,5,3,5,3,1,1,3,2,1,2,5,5,5,5,5,5,2,1,1,1,1,2,2,1,2,2,2,2,2,4,4,3,2,1,2,3,3,3,3,4,2,3,1
3227,2,22,1,3,3,3,3,3,3,3,2,3,3,3,3,5,1,1,3,4,5,1,1,5,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,1,2,1,2,2,2,2,2,2,1
2938,2,25,2,1,4,4,4,4,4,4,3,2,5,3,5,5,1,1,4,3,1,1,5,5,5,5,5,5,2,2,2,1,3,2,3,1,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3
1129,1,20,2,1,3,3,3,3,3,5,5,3,5,3,3,1,1,1,3,3,5,3,5,5,1,3,3,3,1,1,1,1,1,1,1,1,4,2,1,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3
1238,2,20,1,4,5,5,4,5,3,5,4,4,4,3,2,3,5,5,3,3,5,2,1,1,1,3,5,5,3,3,4,2,2,2,2,2,2,3,3,4,3,3,3,3,1,3,3,2,2,3,3,3,3,4,4
341,1,19,2,4,5,5,5,1,1,5,4,2,5,1,5,3,1,1,2,1,5,2,1,5,5,5,3,1,3,1,1,2,1,1,1,2,1,2,1,1,1,4,4,4,3,5,5,5,4,5,4,5,3,5,2
1121,2,18,1,2,2,2,2,3,4,5,4,4,4,3,3,3,5,1,4,4,5,3,5,5,1,1,5,5,3,3,2,1,3,3,3,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2639,1,25,1,4,3,5,3,4,4,4,4,4,4,3,2,5,1,1,3,3,1,1,5,5,5,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,1,1,1,3,4,4,3,4,4
864,1,23,1,4,4,5,5,4,5,4,3,3,4,3,2,5,1,1,3,3,5,1,5,5,5,3,3,3,2,2,2,2,2,2,3,1,1,2,2,2,2,4,4,4,2,4,5,5,4,4,5,5,4,4,4
2891,2,22,1,2,2,4,5,4,2,4,2,2,4,2,3,5,1,1,3,1,1,2,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,5,5,1,5,3,5
589,2,18,2,3,5,4,5,5,5,5,4,4,5,3,3,5,1,5,4,4,5,2,5,1,1,5,5,5,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,4,4,4,4,4,4,4,4,5,3
963,2,20,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
241,2,21,1,3,4,4,4,4,5,4,4,2,5,3,4,5,1,5,4,3,5,3,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2399,2,22,1,4,2,4,3,4,3,3,4,2,3,4,3,5,1,5,3,3,1,1,5,5,5,3,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,2,2,3,2,3,2,2,3,2,1,2,2,3,2
447,2,19,1,3,4,4,4,4,4,5,3,4,4,3,3,5,1,1,3,3,5,3,1,5,5,1,3,1,3,3,2,3,2,2,2,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3
269,2,19,1,4,3,5,2,4,5,4,4,3,5,2,3,5,1,1,2,3,1,1,1,5,5,5,5,5,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,0,0,1,1,3,2,1,1,1
1040,2,19,1,2,3,3,3,3,3,5,4,4,4,4,4,5,1,1,3,2,1,1,5,5,5,1,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,5,2,2,4
997,2,21,1,4,3,3,3,3,3,5,5,4,5,4,4,3,1,1,3,2,5,2,5,5,5,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,1,3,4,3,2,1,3,3,1,3,3,3,3,3,3
28,1,19,1,1,2,3,3,2,2,2,2,2,2,2,3,5,5,5,2,2,5,3,5,5,5,3,5,3,2,3,3,2,2,2,1,2,3,3,3,3,2,1,4,3,2,2,1,1,2,3,2,2,2,2,2
1863,1,20,2,2,4,4,4,4,4,4,4,4,5,1,3,5,1,1,3,4,1,1,1,5,5,1,1,5,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,0,2,2,1,1,1,1,4
3127,2,18,1,1,2,5,5,5,5,5,4,3,5,3,1,5,1,1,4,3,5,4,5,1,1,5,3,5,3,2,1,2,1,1,1,2,3,4,1,1,1,3,4,4,2,4,0,3,0,4,3,4,5,4,4
2402,2,20,1,4,5,5,5,5,5,4,4,4,4,3,2,3,1,5,3,3,5,3,5,5,5,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,5,4,1,1,3,3,4,2,2,3
1042,1,21,1,3,3,3,3,3,3,4,3,3,3,4,4,3,1,1,3,3,5,3,1,5,5,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,1,2,3,3,1,2,2,2,3,2,2,2,1,3
2725,2,20,2,1,4,4,5,5,5,5,5,4,4,3,4,3,1,1,2,3,5,2,5,5,1,3,3,5,2,2,2,2,1,1,1,1,4,3,2,2,2,4,4,4,3,4,5,4,4,5,4,5,3,4,5
2767,1,20,1,4,4,4,4,5,4,5,4,5,5,3,2,5,1,1,3,2,5,2,5,5,5,3,3,3,2,1,2,2,2,1,1,1,1,1,2,2,2,4,4,4,3,3,3,3,2,3,4,3,3,3,3
2448,2,20,1,1,5,5,5,5,5,5,5,5,5,5,5,3,1,1,4,4,5,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5
933,1,19,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,3,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2290,2,21,2,1,4,4,4,4,4,4,2,3,3,3,3,5,1,1,3,3,5,3,5,5,5,3,5,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,3,2,1,3,2,3,2,3,3,3,2,3,3
1609,2,19,1,2,2,3,4,4,4,5,3,3,5,3,3,5,1,1,3,2,5,1,1,5,1,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,4,4,4,4,4,4,4,4,4
598,2,19,2,1,5,5,5,5,5,5,5,5,5,4,4,5,1,1,4,4,1,1,1,1,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,5,2,5,5,5,5,5,5,5,5,5,5
1039,2,20,1,3,4,4,3,4,4,5,4,4,4,3,3,3,1,1,3,3,5,2,1,5,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2534,1,24,1,3,4,3,2,3,4,4,4,4,4,4,2,5,1,1,3,2,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
1607,2,19,1,2,4,4,3,3,3,3,4,3,4,4,4,5,1,1,3,3,1,3,5,5,5,3,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1
731,2,28,1,2,4,3,4,5,5,4,3,4,5,3,3,3,1,1,2,3,5,2,5,5,1,3,3,3,1,1,1,1,1,2,1,2,1,2,1,1,1,4,4,5,3,3,3,4,4,4,3,3,3,3,4
2445,1,21,1,3,2,5,3,4,4,3,3,2,2,2,2,3,1,1,1,3,5,1,1,1,1,3,5,5,2,2,2,1,2,2,3,1,3,2,1,1,1,4,4,4,1,4,0,4,1,1,3,1,2,2,2
2350,2,18,1,2,3,3,4,3,5,5,5,5,5,4,5,5,1,1,3,3,1,2,5,5,5,3,5,5,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
775,2,20,1,2,4,4,3,4,4,5,4,3,5,4,2,5,1,1,3,3,5,3,1,5,5,1,1,3,4,2,3,2,3,2,2,4,2,3,3,3,2,4,4,4,2,0,3,3,4,4,4,4,2,2,1
1820,2,21,1,4,3,2,5,5,4,5,3,3,3,2,4,5,1,5,2,3,5,2,1,1,1,5,5,5,3,2,2,3,1,1,1,3,1,1,2,3,2,0,3,3,3,3,3,3,1,3,3,3,3,3,3
1044,2,20,1,3,4,4,4,4,5,5,4,3,5,3,4,5,1,1,3,3,5,2,5,5,5,3,3,3,3,2,2,3,2,2,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2722,2,19,2,2,4,5,3,4,3,4,4,4,4,4,3,3,1,1,3,3,5,4,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,3,1,1,2,2,2,2,2
753,2,19,1,4,4,4,4,4,4,4,3,3,4,4,4,5,1,1,3,3,5,3,1,5,5,3,3,3,4,4,4,4,3,2,3,3,4,4,2,2,2,3,3,3,1,4,3,1,1,2,1,2,2,2,1
597,2,20,1,4,3,3,3,3,4,5,4,3,5,3,3,5,1,5,2,2,5,5,1,5,5,3,3,5,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,3,1,3,2,2,2,2,2
1454,2,21,1,4,3,4,4,4,4,5,4,4,4,4,4,5,1,1,3,3,5,2,5,1,5,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,4,5,3,1,5,5,4,4,4,4,4,4,4,3
2835,2,24,1,4,5,5,4,4,5,5,4,5,5,3,4,5,1,1,2,2,5,1,5,5,5,5,3,5,3,2,1,2,1,1,1,1,1,3,1,2,2,4,4,4,3,5,3,4,2,4,3,4,4,4,3
1138,2,19,1,2,4,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,3,5,3,3,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,5,3,2,2,2,3,3,1,3,3
1339,2,19,2,3,4,4,3,4,5,5,3,4,5,3,5,5,1,1,3,2,5,1,5,5,5,3,5,3,3,3,1,3,2,2,3,2,2,3,2,2,2,5,4,3,2,2,3,3,3,3,2,4,3,2,2
160,2,20,1,2,4,4,4,4,4,5,4,4,5,3,2,5,1,1,3,2,1,4,5,5,5,5,5,5,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,3,2,4,3,4,3,3,2,4,3,2,2
2504,2,20,1,4,4,4,4,4,4,4,4,3,4,4,4,5,1,1,2,2,1,1,5,5,5,5,5,5,2,2,2,2,2,2,2,3,4,2,2,2,2,5,5,5,5,5,2,3,3,5,5,5,5,5,4
985,2,20,1,1,4,4,4,4,4,5,3,5,5,4,4,5,1,1,4,3,5,2,5,1,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,3,4,4,4,4,4,4,4
2017,2,20,2,1,3,4,4,5,5,5,3,3,5,3,2,5,1,1,3,3,5,2,5,5,5,3,5,5,3,2,2,3,2,2,2,3,2,3,3,2,2,5,5,3,3,5,3,5,5,5,3,5,2,3,1
1132,1,23,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,4,3,1,2,5,5,5,3,3,3,2,2,3,1,1,1,1,3,3,4,2,3,3,1,3,2,2,2,1,1,2,1,1,2,2,3,2
278,2,19,1,3,4,5,3,4,5,5,4,3,5,3,1,3,1,1,3,2,1,1,1,1,1,3,5,5,2,2,2,3,1,1,1,2,2,2,1,1,1,4,2,3,1,1,0,4,1,3,4,4,2,1,0
2771,1,20,2,4,4,5,4,4,4,4,3,5,5,4,2,5,1,1,2,3,1,1,5,5,5,5,5,5,3,3,3,3,3,3,3,4,2,1,1,1,1,3,1,1,1,1,0,3,3,0,1,2,3,1,1
1896,2,19,2,2,4,4,3,3,4,4,3,4,5,2,4,3,1,1,2,3,5,2,5,5,5,3,5,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,4,3,3,3,3,3,3,3
118,2,20,1,3,2,2,4,3,4,5,2,2,2,2,4,5,1,5,3,1,5,2,5,5,5,3,3,5,2,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,0,4,0,5,4,4,4,4,4
2052,2,20,1,2,3,2,2,2,5,5,3,2,4,2,4,5,1,1,1,1,1,3,1,5,5,5,3,5,3,2,1,1,2,2,2,3,2,3,1,1,1,4,4,3,1,0,0,1,3,3,1,4,2,3,1
1939,2,20,2,3,3,3,3,3,3,4,1,1,5,1,3,3,1,5,3,3,1,2,5,5,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,5,3,5,4,4,4,4,4,5,4
1667,2,20,2,3,4,4,3,3,5,4,4,4,5,3,5,5,1,1,3,3,5,3,5,5,1,3,5,3,2,2,1,2,2,2,2,1,4,3,2,2,2,4,4,4,4,3,3,4,4,5,4,5,4,4,5
25,1,19,1,3,4,3,4,3,4,4,3,5,5,3,4,5,5,1,3,3,5,1,1,5,5,3,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,2,2,3,2,2,2,2,2
577,2,19,2,2,3,4,4,4,5,4,3,4,4,3,3,3,1,5,3,3,5,3,5,5,5,5,3,5,3,2,1,1,2,1,1,1,1,2,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4
2586,2,22,1,1,3,3,3,3,3,4,4,4,4,3,3,5,1,1,2,2,5,1,5,5,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3
2187,2,19,2,2,4,4,4,4,4,4,4,4,4,4,4,5,1,1,4,3,5,1,5,5,5,3,5,5,3,3,2,2,2,2,2,3,1,2,2,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4
1045,1,21,1,3,2,1,1,1,1,5,5,1,5,5,1,5,1,1,3,2,1,3,1,5,5,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,0,4,0,0,4,4,4,4,4,4
2348,2,19,1,2,3,4,5,5,5,5,4,2,5,4,2,5,1,1,4,3,5,3,5,5,1,1,5,3,2,2,2,3,2,2,3,2,3,3,2,2,2,4,4,4,5,5,4,4,3,3,3,3,4,4,4
1506,2,20,1,3,4,4,4,5,5,5,3,3,5,3,3,5,1,1,3,2,5,2,5,5,5,3,5,5,3,2,2,2,3,2,2,2,1,2,3,3,3,3,4,4,4,4,5,3,5,5,4,5,5,5,5
2688,2,20,1,2,5,5,5,5,5,5,3,5,5,5,5,5,1,5,4,4,5,1,1,5,5,5,5,5,2,2,2,3,3,3,2,2,2,2,2,3,3,4,4,4,3,4,5,5,5,5,5,5,4,4,4
3020,2,20,2,2,4,5,4,4,4,5,4,4,5,3,2,3,1,5,3,3,5,2,5,5,5,3,5,3,2,2,2,2,2,2,2,1,1,3,1,1,2,4,4,4,3,3,4,5,5,5,5,5,5,5,4
2081,1,23,2,1,2,4,3,4,5,5,5,4,5,3,3,5,1,1,3,2,5,1,5,5,5,3,3,3,3,2,1,2,2,2,2,1,2,1,3,2,2,3,3,3,2,2,0,0,1,1,1,1,2,2,1
926,2,19,1,2,3,4,4,5,5,4,3,3,4,3,3,5,1,1,2,3,5,1,1,5,5,5,5,5,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,4,2,5,5,5,5,5,3,5,5
858,2,21,2,2,4,4,4,4,4,4,4,5,5,3,3,3,1,1,3,3,5,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4
1999,2,24,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,1,1,5,1,5,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1356,2,19,1,3,3,4,3,3,3,5,4,3,5,3,3,5,1,1,3,3,5,2,1,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4
861,2,21,1,3,4,5,5,4,5,5,4,4,5,5,3,3,1,1,4,3,5,2,1,5,5,5,5,5,4,2,3,3,2,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
332,2,18,1,4,4,4,4,4,5,4,3,2,4,3,3,5,1,1,3,2,1,1,1,5,5,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,1,0,0,2,4,3,2,3,3,1,2,2
3083,2,19,1,2,2,4,4,4,4,4,4,3,5,3,3,5,1,1,3,3,5,1,1,5,5,5,3,1,2,2,2,2,1,1,1,2,2,3,1,2,2,3,4,4,3,4,4,4,4,3,4,4,4,3,3
2463,2,22,2,2,2,4,4,4,4,4,4,4,5,4,4,5,1,5,3,3,5,4,5,5,5,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,2,21,1,3,3,3,4,4,3,5,5,3,5,3,3,5,1,5,3,2,5,3,5,5,5,5,5,5,2,2,2,2,2,2,2,3,2,3,2,2,2,3,4,4,3,0,5,4,4,5,4,5,4,5,5
2132,1,20,1,1,3,3,2,3,3,5,4,2,3,1,1,3,1,1,2,3,5,3,5,5,5,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,1,3,3,3,1,2,2,2,2,2,1,1,1,2,2
157,2,23,1,2,4,4,3,4,4,4,3,2,4,2,4,5,1,1,2,2,1,1,5,5,5,3,5,3,2,2,2,1,1,1,1,2,4,1,3,1,3,4,4,4,2,2,0,3,1,3,4,4,1,1,3
576,2,18,2,2,4,4,4,4,5,2,3,4,4,4,4,3,1,5,2,2,5,3,5,5,5,5,3,5,3,1,1,1,1,1,1,2,1,1,1,1,1,3,4,4,4,4,4,5,5,5,5,5,4,5,5
2853,1,23,1,2,2,4,4,4,5,5,5,3,5,3,2,5,1,1,3,3,5,2,5,5,5,3,5,5,2,2,2,3,2,2,2,1,3,2,3,3,3,3,3,4,3,3,3,4,5,5,4,4,4,4,4
2780,2,19,1,3,3,3,3,4,4,5,3,4,5,4,4,5,1,1,2,2,1,1,5,1,5,3,5,5,2,2,2,2,2,2,2,2,3,3,2,2,2,4,3,3,1,1,0,3,0,1,1,1,1,0,1
2773,2,20,1,2,4,3,4,4,4,2,2,2,4,2,4,5,1,1,2,2,5,2,5,5,5,3,5,5,1,1,1,1,1,1,1,1,3,4,2,2,2,2,2,0,0,1,0,2,0,0,1,0,0,0,0
1267,1,19,1,4,4,4,4,4,4,5,5,5,5,3,1,5,1,1,3,3,5,1,5,5,5,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,1,4,5,5,5,5,5,5,1,5,5
144,2,18,1,3,1,4,3,4,3,4,2,3,5,1,3,5,1,1,2,2,1,3,5,5,5,5,5,1,1,1,2,2,1,1,1,2,1,2,1,1,1,4,4,4,2,4,4,2,3,4,3,5,3,3,3
1326,2,20,1,1,2,2,5,5,5,4,4,4,4,4,4,5,1,1,3,3,5,1,1,5,5,3,3,3,2,1,1,1,1,1,1,1,4,2,4,4,4,3,4,4,3,4,2,2,3,2,2,1,3,4,4
2875,2,23,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,3,1,2,1,1,5,5,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,4,3,2,2,2,2
2155,2,19,1,1,5,5,5,5,5,4,2,5,4,3,4,5,5,1,3,3,5,3,5,1,5,5,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,3,1,3,2,2,2
44,2,21,1,3,4,5,3,4,5,5,4,2,5,2,2,5,1,1,2,3,5,2,5,5,5,5,5,5,2,2,1,2,1,3,3,1,2,2,1,1,3,1,1,1,3,1,0,3,3,3,5,5,5,4,3
1245,2,21,1,1,2,4,3,4,4,4,3,3,4,2,2,3,1,1,3,2,1,4,5,5,5,5,5,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,3,1,1,1,1,1,1,1
2049,2,19,1,2,4,4,5,4,4,5,2,3,2,3,4,5,5,1,3,3,5,2,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
